model_code	model_id	model_initial_id	model_name	model_quarter
MOD_202757	2757	2757	Облицовочный материал для наружных работ	0.0
MOD_202758	2758	2758	Совок для мусора	0.0
MOD_202759	2759	2759	Препарат для борьбы с водорослями (непенящийся)	0.0
MOD_202760	2760	2760	Цветовые веера и выкрасы	0.0
MOD_202762	2762	2762	Персональная табличка	0.0
MOD_202763	2763	2763	Персонализированные изделия из стекла	0.0
MOD_202764	2764	2764	Фоторамка без деревянного каркаса	0.0
MOD_202765	2765	2765	Скатерть	0.0
MOD_202766	2766	2766	Наполнитель для мебели	0.0
MOD_202767	2767	2767	Ширма	0.0
MOD_202768	2768	2768	Чехол для дивана	0.0
MOD_202769	2769	2769	Рассеиватель	0.0
MOD_202770	2770	2770	Сменный держатель для светильника	0.0
MOD_202771	2771	2771	Кухонные настенные аксессуары	0.0
MOD_202772	2772	2772	Металлический сетчатый стеллаж или полка	0.0
MOD_202773	2773	2773	Комплект для крепления кухонных аксессуаров	0.0
MOD_202774	2774	2774	Хлебница	0.0
MOD_202775	2775	2775	Держатель для кухонной посуды	0.0
MOD_202776	2776	2776	Боковой защитный кожух	0.0
MOD_202777	2777	2777	Крепление для велосипеда	0.0
MOD_202778	2778	2778	Держатель для планшета или мультимедиа	0.0
MOD_202780	2780	2780	Вешалка для брюк	0.0
MOD_202781	2781	2781	Стойка для одежды	0.0
MOD_202782	2782	2782	Аксессуары для металлической гардеробной системы	0.0
MOD_202783	2783	2783	Полный набор кухонного гарнитура	0.0
MOD_202784	2784	2784	Кофемашина	0.0
MOD_202786	2786	2786	Встроенная кофемашина	0.0
MOD_202787	2787	2787	Модульные кухни	0.0
MOD_202788	2788	2788	Мебельный карниз для кухни	0.0
MOD_202789	2789	2789	Цоколь для кухни	0.0
MOD_202790	2790	2790	Аксессуары для кемпинга	0.0
MOD_202791	2791	2791	Банный халат	0.0
MOD_202792	2792	2792	Полотенце	0.0
MOD_202793	2793	2793	Набор инструментов для плитки	0.0
MOD_202794	2794	2794	Туалет со встроенной раковиной	0.0
MOD_202795	2795	2795	Напольная стойка для ТВ	0.0
MOD_202796	2796	2796	Кронштейн для крепления телевизора	0.0
MOD_202798	2798	2798	Крепление проектора	0.0
MOD_202799	2799	2799	Короб для проектора	0.0
MOD_202800	2800	2800	Проектор	0.0
MOD_202801	2801	2801	Напольные стойки для колонок	0.0
MOD_202802	2802	2802	Настенный кронштейн для громкоговорителя	0.0
MOD_202803	2803	2803	Проекционный экран	0.0
MOD_202804	2804	2804	Напольная стойка для ТВ с мотором	0.0
MOD_202805	2805	2805	Полка для деревянной этажерки	0.0
MOD_202806	2806	2806	Клапан для газовой установки	0.0
MOD_202807	2807	2807	Модульная деревянная полка	0.0
MOD_202808	2808	2808	Тепловая завеса	0.0
MOD_202809	2809	2809	Диспенсер для скотча	0.0
MOD_202810	2810	2810	Запасные части для секатора	0.0
MOD_202811	2811	2811	Комплект монтажный клей и пистолет	0.0
MOD_202812	2812	2812	Средства ухода за ландшафтным дизайном	0.0
MOD_202813	2813	2813	Щетка для бассейна	0.0
MOD_202814	2814	2814	Ручной пылесос для  бассейна	0.0
MOD_202815	2815	2815	Сачок для бассейна	0.0
MOD_202816	2816	2816	Набор для обслуживания бассейна	0.0
MOD_202817	2817	2817	Надувной круг	0.0
MOD_202818	2818	2818	Погружное спортивное оборудование	0.0
MOD_202819	2819	2819	Коробка с крышкой	0.0
MOD_202820	2820	2820	Этажерка с выдвижными ящиками	0.0
MOD_202821	2821	2821	Элемент опалубки	0.0
MOD_202822	2822	2822	Подставка для  зонта	0.0
MOD_202823	2823	2823	Мини сигнализация	0.0
MOD_202824	2824	2824	Объединенный строительный раствор	0.0
MOD_202826	2826	2826	Информационные издания: мультимедиа (DVD)	0.0
MOD_202827	2827	2827	Флюгеры и колокола	0.0
MOD_202828	2828	2828	Электрический наливной водонагреватель	0.0
MOD_202829	2829	2829	Электрический наливной водонагреватель напольный	0.0
MOD_202830	2830	2830	Штатив	0.0
MOD_202831	2831	2831	Газовые тепловые  пушки	0.0
MOD_202832	2832	2832	Живые срезанные цветы	0.0
MOD_202833	2833	2833	Лента для пошива	0.0
MOD_202834	2834	2834	Натяжные потолки	0.0
MOD_202835	2835	2835	Декоративные добавки и блестки	0.0
MOD_202838	2838	2838	Комплект душевая панель и смеситель	0.0
MOD_202839	2839	2839	Смесители	0.0
MOD_202840	2840	2840	Комплект смеситель и раковина	0.0
MOD_202841	2841	2841	Электрические котлы	0.0
MOD_202842	2842	2842	Гидроаккумуляторы для насоса	0.0
MOD_202843	2843	2843	Щипцы для системы выравнивания плитки	0.0
MOD_202844	2844	2844	Дорожная соль	0.0
MOD_202845	2845	2845	Промышленный прожектор	0.0
MOD_202846	2846	2846	Держатель для зубных щеток	0.0
MOD_202847	2847	2847	Электрические мельницы	0.0
MOD_202848	2848	2848	Шины для цепных пил	0.0
MOD_202849	2849	2849	Реечный подвесной потолок	0.0
MOD_202850	2850	2850	Запчасти для водонагревателя	0.0
MOD_202851	2851	2851	Инвертор	0.0
MOD_202852	2852	2852	Колесные цепи противоскольжения	0.0
MOD_202853	2853	2853	Монтажный набор для окон ПВХ	0.0
MOD_202854	2854	2854	Обрамление дверных проемов	0.0
MOD_202855	2855	2855	Ступени, площадки, подступенки, тетивы	0.0
MOD_202856	2856	2856	Средство по уходу за руками	0.0
MOD_202857	2857	2857	Обивка для дверей	0.0
MOD_202858	2858	2858	Клещи для обжима кабеля	0.0
MOD_202859	2859	2859	Внешние носители информации	0.0
MOD_202860	2860	2860	Салфетница	0.0
MOD_202861	2861	2861	Подставка для столовых приборов	0.0
MOD_202862	2862	2862	Барьер для защиты от наводнения	0.0
MOD_202863	2863	2863	Крюк для вязки арматуры	0.0
MOD_202864	2864	2864	Печь для бани	0.0
MOD_202865	2865	2865	Экономайзер для бани и сауны	0.0
MOD_202866	2866	2866	Бак-труба для бани	0.0
MOD_202867	2867	2867	Оздоровительные товары для сауны	0.0
MOD_202868	2868	2868	Резак для ламината	0.0
MOD_202869	2869	2869	Ступка для измельчения	0.0
MOD_202870	2870	2870	Ваза	0.0
MOD_202871	2871	2871	Комплектующие для барной стойки	0.0
MOD_202872	2872	2872	Защитный экран для камина	0.0
MOD_202873	2873	2873	Воздуходувные меха	0.0
MOD_202874	2874	2874	Дровница для камина	0.0
MOD_202875	2875	2875	Каминная плита	0.0
MOD_202876	2876	2876	Защитный экран для печи	0.0
MOD_202877	2877	2877	Набор для камина и печи	0.0
MOD_202879	2879	2879	Вентиляционные решетки для камина и печи	0.0
MOD_202880	2880	2880	Рейлинги на крышу автомобиля	0.0
MOD_202881	2881	2881	Надувная подушка	0.0
MOD_202882	2882	2882	Эпоксидная паста	0.0
MOD_202883	2883	2883	Меламиновая губка-ластик	0.0
MOD_202884	2884	2884	Пробка для закупоривания	0.0
MOD_202885	2885	2885	Комплект защитной одежды	0.0
MOD_202886	2886	2886	Аксессуары для камина	0.0
MOD_202887	2887	2887	Защитные и упаковочные материалы	0.0
MOD_202888	2888	2888	Сумка для покупок	0.0
MOD_202889	2889	2889	Водонепроницаемая мембрана	0.0
MOD_202890	2890	2890	Клейкая основа для настенной плитки	0.0
MOD_202891	2891	2891	Жидкотопливный котел	0.0
MOD_202892	2892	2892	Ночной горшок	0.0
MOD_203944	3944	3944	Декоративный блок для забора	0.0
MOD_203945	3945	3945	Электрические ворота и забор	0.0
MOD_205002	5002	5002	Насос опрессовочный	0.0
MOD_205004	5004	5004	Щетка для точильно-шлифовального станка	0.0
MOD_205012	5012	5012	Консервирование	0.0
MOD_205014	5014	5014	Пищевые продукты	0.0
MOD_205016	5016	5016	Кухонная утварь	0.0
MOD_205018	5018	5018	Газовый обогреватель	0.0
MOD_205021	5021	5021	Инструмент для кабельных стяжек	0.0
MOD_205023	5023	5023	Обжимной инструмент	0.0
MOD_205025	5025	5025	Инспекционная камера	0.0
MOD_205031	5031	5031	Аккумулятроная ударная дрель	0.0
MOD_205033	5033	5033	Аккумулятроный ударный гайковерт	0.0
MOD_205035	5035	5035	Сетеовй ударный гайковерт	0.0
MOD_205039	5039	5039	Аксессуары для электрических ворот и заборов	0.0
MOD_205046	5046	5046	Северная ванная	0.0
MOD_205053	5053	5053	Набор «швабра плоская или бахромчатая с ведром»	0.0
MOD_205055	5055	5055	Термодинамический водонагреватель	0.0
MOD_205057	5057	5057	Водяной полотенцесушитель с воздуходувкой	0.0
MOD_205059	5059	5059	Концентрический переход	0.0
MOD_205061	5061	5061	Аксессуары для концентрического перехода	0.0
MOD_205064	5064	5064	Дефлектор	0.0
MOD_205066	5066	5066	Захват для плитки	0.0
MOD_205068	5068	5068	Краги	0.0
MOD_205070	5070	5070	Набор инструментов ковродела	0.0
MOD_205072	5072	5072	Подоконник и дверной порог	0.0
MOD_205074	5074	5074	Металлический пол	0.0
MOD_205076	5076	5076	Раскаточный ролик для тонких швов	0.0
MOD_205078	5078	5078	Шлифовальная машинка с проволочным валиком	0.0
MOD_205081	5081	5081	Акссесуары для лодок	0.0
MOD_205084	5084	5084	Канцелярские товары	0.0
MOD_205087	5087	5087	Аксессуары для дегустации напитков	0.0
MOD_205089	5089	5089	Варочная панель смешанного типа	0.0
MOD_205091	5091	5091	Газовая варочная панель	0.0
MOD_205093	5093	5093	Кухонная плита	0.0
MOD_205095	5095	5095	Винный погреб	0.0
MOD_205098	5098	5098	Электрический бытовой комбайн	0.0
MOD_205100	5100	5100	Аксессуары для установки раздвижных дверей в стене и рейлинга	0.0
MOD_205102	5102	5102	Лаз для кошки	0.0
MOD_205104	5104	5104	Набор «анкерный пистолет с анкерами»	0.0
MOD_205106	5106	5106	Многоцелевая гибкая передача	0.0
MOD_205108	5108	5108	Блокировщик ножей для газонокосилок	0.0
MOD_205110	5110	5110	Пусковое аккумуляторное устройство	0.0
MOD_205112	5112	5112	Домкрат	0.0
MOD_205115	5115	5115	Воздуходувка электрическая	0.0
MOD_205117	5117	5117	Воздуходувка бензиновая	0.0
MOD_205119	5119	5119	Воздуходувка аккумуляторная	0.0
MOD_205123	5123	5123	Корм для животных	0.0
MOD_205125	5125	5125	Сетка для сбора урожая	0.0
MOD_205127	5127	5127	Комплект пескоструйной обработки для мойки высокого давления	0.0
MOD_205129	5129	5129	Рукоять с пистолетом для мойки высокого давления	0.0
MOD_205131	5131	5131	Насадка для мойки высокого давления	0.0
MOD_205133	5133	5133	Аккумуляторная мойка высокого давления	0.0
MOD_205135	5135	5135	Рассекатель и трубчатый ороситель для лейки	0.0
MOD_205137	5137	5137	Всасывающе-нагнетательная трубка	0.0
MOD_205139	5139	5139	Аксессуары для компрессора высокого давления	0.0
MOD_205141	5141	5141	Короб для рольставней	0.0
MOD_205143	5143	5143	Капсулодержатель	0.0
MOD_205149	5149	5149	Душевая кабина с гидромассажем	0.0
MOD_205151	5151	5151	Аксессуары для сухого туалета	0.0
MOD_205153	5153	5153	Модуль для расширения и строительства	0.0
MOD_205156	5156	5156	Ограждение	0.0
MOD_205158	5158	5158	Мультиметр	0.0
MOD_205160	5160	5160	Фильтрация УФ-лампой	0.0
MOD_205162	5162	5162	Режущий инструмент для изоляционных материалов	0.0
MOD_205164	5164	5164	Набор инструментов отделочника	0.0
MOD_205166	5166	5166	Строительные леса	0.0
MOD_205169	5169	5169	Клеевой пистолет	0.0
MOD_205171	5171	5171	Аппарат для плазменной резки	0.0
MOD_205173	5173	5173	Аксессуары для резки плитки	0.0
MOD_205175	5175	5175	Наконечник для однопламенной горелки	0.0
MOD_205177	5177	5177	Циркуляционный насос на дрель	0.0
MOD_205179	5179	5179	Просеиватель электрический	0.0
MOD_205181	5181	5181	Бур электрический	0.0
MOD_205183	5183	5183	Аксессуары для бура	0.0
MOD_205185	5185	5185	Панели для забора из сайдинга	0.0
MOD_205187	5187	5187	Затемняющий профиль для забора	0.0
MOD_205189	5189	5189	Электрический перекачивающий насос	0.0
MOD_205220	5220	5220	Набор разделительных перегородок для комнаты	0.0
MOD_205234	5234	5234	Погружной электрический нагреватель 	0.0
MOD_205238	5238	5238	Свеча-фонтан	0.0
MOD_205241	5241	5241	Котёлок	0.0
MOD_205243	5243	5243	Автоматический проращиватель семян (спраутер)	0.0
MOD_205246	5246	5246	Гладильная доска	0.0
MOD_205248	5248	5248	Аксессуары для гладильной доски	0.0
MOD_205253	5253	5253	Аксессуары для творчества	0.0
MOD_205256	5256	5256	Набор для творчества	0.0
MOD_205259	5259	5259	Модель для сборки из дерева	0.0
MOD_205261	5261	5261	Пластилин	0.0
MOD_205263	5263	5263	Бумага	0.0
MOD_205266	5266	5266	Набор сервировочных салфеток	0.0
MOD_205268	5268	5268	Салфетка	0.0
MOD_205270	5270	5270	Рулонный газон	0.0
MOD_205273	5273	5273	Декоративная подсветка	0.0
MOD_205275	5275	5275	Центр управления умным домом	0.0
MOD_205279	5279	5279	Набор кронштейнов и дюбелей	0.0
MOD_205281	5281	5281	Тележка для уборки и аксессуары	0.0
MOD_205285	5285	5285	Контейнер для жидкостей и продуктов	0.0
MOD_205287	5287	5287	Мерный стакан	0.0
MOD_205298	5298	5298	Мезонин и аксессуары	0.0
MOD_205301	5301	5301	Опилки	0.0
MOD_205303	5303	5303	Книгодержатель	0.0
MOD_205306	5306	5306	Подставка для зонтов	0.0
MOD_205308	5308	5308	Палка для снятия одежды	0.0
MOD_205311	5311	5311	Костюмная вешалка	0.0
MOD_205314	5314	5314	Сетка	0.0
MOD_205316	5316	5316	Крышка пульта дистанционного управления	0.0
MOD_205319	5319	5319	Набор для анализа почвы	0.0
MOD_205321	5321	5321	Жидкость для аккумулятора	0.0
MOD_205324	5324	5324	Экран радиатора отопления	0.0
MOD_205326	5326	5326	Душевая колонна	0.0
MOD_205328	5328	5328	Набор из верхнего душа и душевой головки	0.0
MOD_205330	5330	5330	Шкаф коллекторный	0.0
MOD_205332	5332	5332	Стиральная доска	0.0
MOD_205334	5334	5334	Вакуумный насос	0.0
MOD_205336	5336	5336	Аксессуары для подъема тяжестей	0.0
MOD_205338	5338	5338	Съемник 3-х лапый	0.0
MOD_205340	5340	5340	Измерительное колесо	0.0
MOD_205342	5342	5342	Терморезак	0.0
MOD_205344	5344	5344	Пневматическая сабельная пила	0.0
MOD_205346	5346	5346	Беспроводная полировальная машина	0.0
MOD_205348	5348	5348	Резиновая плитка	0.0
MOD_205350	5350	5350	Вентиляционная решетка для двери	0.0
MOD_205353	5353	5353	Электрический дымоход	0.0
MOD_205358	5358	5358	Холст	0.0
MOD_205360	5360	5360	Многофункциональный датчик	0.0
MOD_205362	5362	5362	Батарея и резервное соединение	0.0
MOD_205365	5365	5365	Напиток	0.0
MOD_205368	5368	5368	Аксессуары для приготовления пищи	0.0
MOD_205371	5371	5371	Туалетная бумага	0.0
MOD_205373	5373	5373	Комплект батареи и зарядки	0.0
MOD_205376	5376	5376	Аксессуары для домашних животных	0.0
MOD_205378	5378	5378	Жук-денщик	0.0
MOD_205381	5381	5381	Аксессуары для пылесоса воздуходувки и измельчителя	0.0
MOD_205383	5383	5383	Набор постельного белья	0.0
MOD_205385	5385	5385	no_russian_name_yet	0.0
MOD_205389	5389	5389	Состав: стены для душевой	0.0
MOD_205393	5393	5393	Стусло	0.0
MOD_205395	5395	5395	no_russian_name_yet	0.0
MOD_205400	5400	5400	Фотоальбом	0.0
MOD_205403	5403	5403	no_russian_name_yet	0.0
MOD_205407	5407	5407	no_russian_name_yet	0.0
MOD_205409	5409	5409	no_russian_name_yet	0.0
MOD_205411	5411	5411	no_russian_name_yet	0.0
MOD_205413	5413	5413	no_russian_name_yet	0.0
MOD_205416	5416	5416	no_russian_name_yet	0.0
MOD_190144	9144	9144	no_russian_name_yet	0.0
MOD_190145	9145	9145	no_russian_name_yet	0.0
MOD_190155	9155	9155	no_russian_name_yet	0.0
MOD_190157	9157	9157	no_russian_name_yet	0.0
MOD_200001	10001	1	Лестницы раскладные и универсальные	1.0
MOD_200002	10002	2	Лестницы для крыши	1.0
MOD_200003	10003	3	Аксессуары для лестниц	1.0
MOD_200004	10004	4	Прицепы	1.0
MOD_200005	10005	5	Бетоносмесители электрические	1.0
MOD_200006	10006	6	Бензиновые бетономешалки	1.0
MOD_200007	10007	7	Бытовые и профессиональные строительные леса	1.0
MOD_200008	10008	8	Вышки-туры	1.0
MOD_200009	10009	9	Колеса (строительные леса и тачки)	1.0
MOD_200010	10010	10	Козлы строительные	1.0
MOD_200011	10011	11	Телескопическая стойка	1.0
MOD_200012	10012	12	Строительные тачки	1.0
MOD_200013	10013	13	Бак (контейнер для строительного мусора)	1.0
MOD_200014	10014	14	Цемент	1.0
MOD_200015	10015	15	Известь	1.0
MOD_200016	10016	16	Бетон	1.0
MOD_200017	10017	17	Сухая кладочная смесь	1.0
MOD_200018	10018	18	Клей-раствор	1.0
MOD_200019	10019	19	Смеси для выравнивания	1.0
MOD_200020	10020	20	Монтажные и строительные клеи	1.0
MOD_200021	10021	21	Ускоритель твердения цементных растворов	1.0
MOD_200022	10022	22	Средство против плесени	1.0
MOD_200023	10023	23	Моющее средство	1.0
MOD_200024	10024	24	Масло для распалубки бетона	1.0
MOD_200025	10025	25	Краситель	1.0
MOD_200026	10026	26	Уголки и маячки строительные	1.0
MOD_200027	10027	27	Доска для опалубки	1.0
MOD_200028	10028	28	Бетонные балки	1.0
MOD_200029	10029	29	Бетонные блоки	1.0
MOD_200030	10030	30	Перемычка	1.0
MOD_200031	10031	31	Блоки ячеистые	1.0
MOD_200032	10032	32	Кирпич	1.0
MOD_200033	10033	33	Необработанная и ламинированная древесина	1.0
MOD_200034	10034	34	Тент и пленка строительная	1.0
MOD_200035	10035	35	Сетка армирующая металлическая	1.0
MOD_200036	10036	36	Трубопроводная гофра	1.0
MOD_200037	10037	37	Черепица керамическая и бетонная	1.0
MOD_200038	10038	38	Аксессуары для шифера	1.0
MOD_200039	10039	39	Аксессуары для кровельной гидроизоляции	1.0
MOD_200040	10040	40	Кровля из металла	1.0
MOD_200041	10041	41	Изолированная сэндвич-панель	1.0
MOD_200042	10042	42	Кровля волновая	1.0
MOD_200043	10043	43	Кровля из поликарбоната	1.0
MOD_200045	10045	45	Светопрозрачная кровля из ПВХ и полиэстера	1.0
MOD_200046	10046	46	Покрытие иметирующее черепицу	1.0
MOD_200047	10047	47	Битумная черепица	1.0
MOD_200048	10048	48	Плита под черепицу и битумная черепица	1.0
MOD_200049	10049	49	Защита под кровлю	1.0
MOD_200050	10050	50	Подкровельный сайдинг	1.0
MOD_200051	10051	51	Битумная рулонная гидроизоляция	1.0
MOD_200052	10052	52	Гидроизоляция	1.0
MOD_200053	10053	53	Аксессуары для керамической черепицы	1.0
MOD_200054	10054	54	Водосточный профиль	1.0
MOD_200055	10055	55	Комплектующие для водостока и водоотведения	1.0
MOD_200056	10056	56	Канал для водоотвода	1.0
MOD_200057	10057	57	Сифон	1.0
MOD_200058	10058	58	Люк	1.0
MOD_200059	10059	59	Подземный резервуар	1.0
MOD_200060	10060	60	Внешний резервуар	1.0
MOD_200061	10061	61	Резервуар для септика	1.0
MOD_200062	10062	62	Аксессуары инспекционной камеры септика	1.0
MOD_200063	10063	63	Фильтрационные материалы для септиков	1.0
MOD_200064	10064	64	Люки для горловин септиков	1.0
MOD_200065	10065	65	Труба дренажная	1.0
MOD_200066	10066	66	Водосточная труба	1.0
MOD_200067	10067	67	Канализация внешняя	1.0
MOD_200068	10068	68	Уплотнитель для заглушки и эксцентрического переходника	1.0
MOD_200069	10069	69	Водосточный желоб и водосточная труба	1.0
MOD_200070	10070	70	Гидроизоляционные ленты	1.0
MOD_200071	10071	71	Изоляция из пенополистирола	1.0
MOD_200072	10072	72	Изоляция из экструдированного полистирола (XPS)	1.0
MOD_200073	10073	73	Изоляция из минеральной ваты	1.0
MOD_200074	10074	74	Теплоотражающая изоляция	1.0
MOD_200075	10075	75	Шумоизоляция	1.0
MOD_200076	10076	76	Изоляция из полиуретана	1.0
MOD_200077	10077	77	Изоляция	1.0
MOD_200078	10078	78	Наружная система изоляции	1.0
MOD_200079	10079	79	Изоляция под обшивку	1.0
MOD_200080	10080	80	Аксессуары для каркасной изоляции	1.0
MOD_200081	10081	81	Изоляционная мембрана	1.0
MOD_200082	10082	82	Гидроизоляционные аксессуары	1.0
MOD_200083	10083	83	Плиты гипсовые	1.0
MOD_200084	10084	84	Деревянные панели и плиты	1.0
MOD_200085	10085	85	Подложка	1.0
MOD_200086	10086	86	Гипсовая плитка	1.0
MOD_200087	10087	87	Плита потолочная	1.0
MOD_200088	10088	88	Профиль металлический	1.0
MOD_200089	10089	89	Стеклоблоки	1.0
MOD_200090	10090	90	Распорка	1.0
MOD_200091	10091	91	Специальная часть (окно и панель)	1.0
MOD_200092	10092	92	Комплект внутреннего камина	1.0
MOD_200094	10094	94	Пеллеты	1.0
MOD_200095	10095	95	Уголь	1.0
MOD_200096	10096	96	Топка каминная	1.0
MOD_200097	10097	97	Топка каминнная на пеллетах	1.0
MOD_200098	10098	98	Камин с водяным контуром	1.0
MOD_200099	10099	99	Топка на дровах	1.0
MOD_200100	10100	100	Топка на гранулах	1.0
MOD_200101	10101	101	Биокамины	1.0
MOD_200102	10102	102	Материалы и аксессуары для установки каминов	1.0
MOD_200103	10103	103	Дымоотвод	1.0
MOD_200104	10104	104	Аксессуары для соедения видимой вентиляции	1.0
MOD_200105	10105	105	Неутеплённый дымоход	1.0
MOD_200106	10106	106	Аксессуары для неутеплённого дымохода	1.0
MOD_200107	10107	107	Утепленный дымоход	1.0
MOD_200108	10108	108	Аксессуары для утеплённого дымохода	1.0
MOD_200109	10109	109	Зонт	1.0
MOD_200110	10110	110	Воздуховод	1.0
MOD_200111	10111	111	Устройства подачи горячего воздуха	1.0
MOD_200112	10112	112	Конфузор	1.0
MOD_200113	10113	113	Наружная топка	1.0
MOD_200114	10114	114	Мультитопливный камин	1.0
MOD_200115	10115	115	Котлы на твердом топливе	1.0
MOD_200116	10116	116	Пеллетная печь с водяным контуром	1.0
MOD_200117	10117	117	Печь	1.0
MOD_200118	10118	118	Металлический камин	1.0
MOD_200119	10119	119	Каменная или металлическая облицовка камина	1.0
MOD_200120	10120	120	Аксессуары для отопительноего оборудования на биомассе	1.0
MOD_200121	10121	121	Дымовая труба	1.0
MOD_200122	10122	122	Дрова	1.0
MOD_200123	10123	123	Облицовка стен	1.0
MOD_200124	10124	124	Затирка для кирпичной облицовки	1.0
MOD_200127	10127	127	Сайдинг	1.0
MOD_200128	10128	128	Аксессуары для сайдинга	1.0
MOD_200129	10129	129	плитка из натурального камня	1.0
MOD_200130	10130	130	Элемент строительных лесов	1.0
MOD_200131	10131	131	Мешки для строительного мусора	1.0
MOD_200132	10132	132	Сыпучие материалы	1.0
MOD_200133	10133	133	Дробленый мрамор	1.0
MOD_200134	10134	134	Средство борьбы со льдом	1.0
MOD_200135	10135	135	Пластификатор	1.0
MOD_200136	10136	136	Очищающее средство	1.0
MOD_200137	10137	137	Знаки безопасности	1.0
MOD_200138	10138	138	Арматура	1.0
MOD_200139	10139	139	Проволока вязальная	1.0
MOD_200140	10140	140	Сланцевая кровля и фиброцемент	1.0
MOD_200141	10141	141	Аксессуары для кровли из металла	1.0
MOD_200142	10142	142	Аксессуары для сендвич-панелей	1.0
MOD_200144	10144	144	Кровля из металлочерепицы	1.0
MOD_200145	10145	145	Софит-сайдинг из ПВХ и дерева	1.0
MOD_200146	10146	146	Аксессуары для горловины септиков	1.0
MOD_200147	10147	147	Аксессуары для септиков	1.0
MOD_200148	10148	148	Потолочный гипсовый молдинг	1.0
MOD_200149	10149	149	Профиль для стеклоблока	1.0
MOD_200150	10150	150	Клейкий монтаж жестких дымоотводов	1.0
MOD_200151	10151	151	Химическая чистка дымохода	1.0
MOD_200152	10152	152	Механическая чистка дымохода	1.0
MOD_200153	10153	153	Средство для розжига углей	1.0
MOD_200154	10154	154	Уплотнительный шнур	1.0
MOD_200156	10156	156	Плинтус	1.0
MOD_200157	10157	157	Настил	1.0
MOD_200158	10158	158	Декор для двери	1.0
MOD_200159	10159	159	Межкомнатная перегородка	1.0
MOD_200160	10160	160	Кромки	1.0
MOD_200161	10161	161	Шпонированная плита	1.0
MOD_200162	10162	162	Полотна из натуральных материалов	1.0
MOD_200163	10163	163	Рейки, бруски, доски	1.0
MOD_200165	10165	165	Плинтус и отделочные профили	1.0
MOD_200166	10166	166	Деревянные панели для стен и потолка	1.0
MOD_200169	10169	169	Стеновая декоративная 3d панель	1.0
MOD_200175	10175	175	Панели ПВХ двухсторонние	1.0
MOD_200176	10176	176	Зажим для деревянных панелей	1.0
MOD_200177	10177	177	Кляймеры (крепеж)	1.0
MOD_200178	10178	178	Балка	1.0
MOD_200179	10179	179	Полиуретановая консоль	1.0
MOD_200180	10180	180	Шпаклевка по дереву	1.0
MOD_200181	10181	181	Минеральное стекло	1.0
MOD_200182	10182	182	Синтетическое стекло	1.0
MOD_200184	10184	184	межкомнатная перегородка со стеклом	1.0
MOD_200185	10185	185	Навес с выдвижным рычагом	1.0
MOD_200186	10186	186	Навес для балконного окна	1.0
MOD_200187	10187	187	Полотно для навеса	1.0
MOD_200188	10188	188	Рулонная москитная сетка	1.0
MOD_200189	10189	189	Раздвижная москитная сетка	1.0
MOD_200190	10190	190	Рамочная москитная сетка	1.0
MOD_200191	10191	191	Москитная сетка на петлях	1.0
MOD_200192	10192	192	Москитная штора	1.0
MOD_200193	10193	193	Полотно для москитной сетки	1.0
MOD_200195	10195	195	Секционные гаражные ворота	1.0
MOD_200196	10196	196	Роллетные гаражные ворота	1.0
MOD_200197	10197	197	Сдвижные гаражные ворота	1.0
MOD_200198	10198	198	Створчатые гаражные ворота	1.0
MOD_200199	10199	199	Гаражные ворота в французском стиле	1.0
MOD_200200	10200	200	Мансардное окно	1.0
MOD_200201	10201	201	Световой люк	1.0
MOD_200202	10202	202	Ставни для мансардного окна	1.0
MOD_200203	10203	203	Аксессуары для мансардных окон	1.0
MOD_200204	10204	204	Козырек	1.0
MOD_200205	10205	205	Специальные окна	1.0
MOD_200207	10207	207	Окна и двери из ПВХ с жалюзи	1.0
MOD_200208	10208	208	Окна и двери без ставней	1.0
MOD_200209	10209	209	Раздвижные алюминиевые окна и двери без ставней	1.0
MOD_200211	10211	211	Раздвижные алюминиевые окна с жалюзи	1.0
MOD_200212	10212	212	Жалюзи и роллставни	1.0
MOD_200213	10213	213	Створчатые ставни	1.0
MOD_200214	10214	214	Аксессуары для внешней отделки	1.0
MOD_200215	10215	215	Веранда	1.0
MOD_200216	10216	216	Входная или служебная дверь	1.0
MOD_200217	10217	217	Оклады для мансардных окон	1.0
MOD_200218	10218	218	Штора для мансардного окна	1.0
MOD_200219	10219	219	Алюминиевое окно	1.0
MOD_200220	10220	220	Электропривод для жалюзи/роллставней	1.0
MOD_200221	10221	221	Техническая дверь	1.0
MOD_200222	10222	222	Ревизионный лючок	1.0
MOD_200223	10223	223	Внутренний дверной блок	1.0
MOD_200224	10224	224	Дверная коробка и регулируемая дверная коробка	1.0
MOD_200225	10225	225	Дверь для дверной коробки и регулируемой дверной коробки	1.0
MOD_200226	10226	226	Дверь межкомнатная (раздвижная)	1.0
MOD_200227	10227	227	Дверь межкомнатная (гармошка)	1.0
MOD_200228	10228	228	Панель для раздвижных дверей	1.0
MOD_200229	10229	229	Аксессуары для отделки дверей	1.0
MOD_200230	10230	230	Распашная стеклянная дверь	1.0
MOD_200232	10232	232	Направляющие для раздвижных дверей	1.0
MOD_200233	10233	233	Перегородка для раздвижных дверей	1.0
MOD_200234	10234	234	Ручки и аксессуары для раздвижных дверей	1.0
MOD_200235	10235	235	Технический плинтус	1.0
MOD_200236	10236	236	Кронштейн для крепления двери	1.0
MOD_200237	10237	237	Ручка для раздвижной двери	1.0
MOD_200238	10238	238	Плитные и листовые материалы	1.0
