model_code	model_id	model_initial_id	model_name	model_quarter
MOD_202756	42756	2756	Инструмент для очистки стекол	4.0
MOD_202757	42757	2757	Облицовочный материал для наружных работ	4.0
MOD_202758	42758	2758	Совок для мусора	4.0
MOD_202759	42759	2759	Препарат для борьбы с водорослями (непенящийся)	4.0
MOD_202760	42760	2760	Цветовые веера и выкрасы	4.0
MOD_202762	42762	2762	Персональная табличка	4.0
MOD_202763	42763	2763	Персонализированные изделия из стекла	4.0
MOD_202764	42764	2764	Фоторамка без деревянного каркаса	4.0
MOD_202765	42765	2765	Скатерть	4.0
MOD_202766	42766	2766	Наполнитель для мебели	4.0
MOD_202767	42767	2767	Ширма	4.0
MOD_202768	42768	2768	Чехол для дивана	4.0
MOD_202769	42769	2769	Рассеиватель	4.0
MOD_202770	42770	2770	Сменный держатель для светильника	4.0
MOD_202771	42771	2771	Кухонные настенные аксессуары	4.0
MOD_202772	42772	2772	Металлический сетчатый стеллаж или полка	4.0
MOD_202773	42773	2773	Комплект для крепления кухонных аксессуаров	4.0
MOD_202774	42774	2774	Хлебница	4.0
MOD_202775	42775	2775	Держатель для кухонной посуды	4.0
MOD_202776	42776	2776	Боковой защитный кожух	4.0
MOD_202777	42777	2777	Крепление для велосипеда	4.0
MOD_202778	42778	2778	Держатель для планшета или мультимедиа	4.0
MOD_202780	42780	2780	Вешалка для брюк	4.0
MOD_202781	42781	2781	Стойка для одежды	4.0
MOD_202782	42782	2782	Аксессуары для металлической гардеробной системы	4.0
MOD_202783	42783	2783	Полный набор кухонного гарнитура	4.0
MOD_202784	42784	2784	Кофемашина	4.0
MOD_202786	42786	2786	Встроенная кофемашина	4.0
MOD_202787	42787	2787	Модульные кухни	4.0
MOD_202788	42788	2788	Мебельный карниз для кухни	4.0
MOD_202789	42789	2789	Цоколь для кухни	4.0
MOD_202790	42790	2790	Аксессуары для кемпинга	4.0
MOD_202791	42791	2791	Банный халат	4.0
MOD_202792	42792	2792	Полотенце	4.0
MOD_202793	42793	2793	Набор инструментов для плитки	4.0
MOD_202794	42794	2794	Туалет со встроенной раковиной	4.0
MOD_202795	42795	2795	Напольная стойка для ТВ	4.0
MOD_202796	42796	2796	Кронштейн для крепления телевизора	4.0
MOD_202798	42798	2798	Крепление проектора	4.0
MOD_202799	42799	2799	Короб для проектора	4.0
MOD_202800	42800	2800	Проектор	4.0
MOD_202801	42801	2801	Напольные стойки для колонок	4.0
MOD_202802	42802	2802	Настенный кронштейн для громкоговорителя	4.0
MOD_202803	42803	2803	Проекционный экран	4.0
MOD_202804	42804	2804	Напольная стойка для ТВ с мотором	4.0
MOD_202805	42805	2805	Полка для деревянной этажерки	4.0
MOD_202806	42806	2806	Клапан для газовой установки	4.0
MOD_202807	42807	2807	Модульная деревянная полка	4.0
MOD_202808	42808	2808	Тепловая завеса	4.0
MOD_202809	42809	2809	Диспенсер для скотча	4.0
MOD_202810	42810	2810	Запасные части для секатора	4.0
MOD_202811	42811	2811	Комплект монтажный клей и пистолет	4.0
MOD_202812	42812	2812	Средства ухода за ландшафтным дизайном	4.0
MOD_202813	42813	2813	Щетка для бассейна	4.0
MOD_202814	42814	2814	Ручной пылесос для  бассейна	4.0
MOD_202815	42815	2815	Сачок для бассейна	4.0
MOD_202816	42816	2816	Набор для обслуживания бассейна	4.0
MOD_202817	42817	2817	Надувной круг	4.0
MOD_202818	42818	2818	Погружное спортивное оборудование	4.0
MOD_202819	42819	2819	Коробка с крышкой	4.0
MOD_202820	42820	2820	Этажерка с выдвижными ящиками	4.0
MOD_202821	42821	2821	Элемент опалубки	4.0
MOD_202822	42822	2822	Подставка для  зонта	4.0
MOD_202823	42823	2823	Мини сигнализация	4.0
MOD_202824	42824	2824	Объединенный строительный раствор	4.0
MOD_202826	42826	2826	Информационные издания: мультимедиа (DVD)	4.0
MOD_202827	42827	2827	Флюгеры и колокола	4.0
MOD_202828	42828	2828	Электрический наливной водонагреватель	4.0
MOD_202829	42829	2829	Электрический наливной водонагреватель напольный	4.0
MOD_202830	42830	2830	Штатив	4.0
MOD_202831	42831	2831	Газовые тепловые  пушки	4.0
MOD_202832	42832	2832	Живые срезанные цветы	4.0
MOD_202833	42833	2833	Лента для пошива	4.0
MOD_202834	42834	2834	Натяжные потолки	4.0
MOD_202835	42835	2835	Декоративные добавки и блестки	4.0
MOD_202838	42838	2838	Комплект душевая панель и смеситель	4.0
MOD_202839	42839	2839	Смесители	4.0
MOD_202840	42840	2840	Комплект смеситель и раковина	4.0
MOD_202841	42841	2841	Электрические котлы	4.0
MOD_202842	42842	2842	Гидроаккумуляторы для насоса	4.0
MOD_202843	42843	2843	Щипцы для системы выравнивания плитки	4.0
MOD_202844	42844	2844	Дорожная соль	4.0
MOD_202845	42845	2845	Промышленный прожектор	4.0
MOD_202846	42846	2846	Держатель для зубных щеток	4.0
MOD_202847	42847	2847	Электрические мельницы	4.0
MOD_202848	42848	2848	Шины для цепных пил	4.0
MOD_202849	42849	2849	Реечный подвесной потолок	4.0
MOD_202850	42850	2850	Запчасти для водонагревателя	4.0
MOD_202851	42851	2851	Инвертор	4.0
MOD_202852	42852	2852	Колесные цепи противоскольжения	4.0
MOD_202853	42853	2853	Монтажный набор для окон ПВХ	4.0
MOD_202854	42854	2854	Обрамление дверных проемов	4.0
MOD_202855	42855	2855	Ступени, площадки, подступенки, тетивы	4.0
MOD_202856	42856	2856	Средство по уходу за руками	4.0
MOD_202857	42857	2857	Обивка для дверей	4.0
MOD_202858	42858	2858	Клещи для обжима кабеля	4.0
MOD_202859	42859	2859	Внешние носители информации	4.0
MOD_202860	42860	2860	Салфетница	4.0
MOD_202861	42861	2861	Подставка для столовых приборов	4.0
MOD_202862	42862	2862	Барьер для защиты от наводнения	4.0
MOD_202863	42863	2863	Крюк для вязки арматуры	4.0
MOD_202864	42864	2864	Печь для бани	4.0
MOD_202865	42865	2865	Экономайзер для бани и сауны	4.0
MOD_202866	42866	2866	Бак-труба для бани	4.0
MOD_202867	42867	2867	Оздоровительные товары для сауны	4.0
MOD_202868	42868	2868	Резак для ламината	4.0
MOD_202869	42869	2869	Ступка для измельчения	4.0
MOD_202870	42870	2870	Ваза	4.0
MOD_202871	42871	2871	Комплектующие для барной стойки	4.0
MOD_202872	42872	2872	Защитный экран для камина	4.0
MOD_202873	42873	2873	Воздуходувные меха	4.0
MOD_202874	42874	2874	Дровница для камина	4.0
MOD_202875	42875	2875	Каминная плита	4.0
MOD_202876	42876	2876	Защитный экран для печи	4.0
MOD_202877	42877	2877	Набор для камина и печи	4.0
MOD_202879	42879	2879	Вентиляционные решетки для камина и печи	4.0
MOD_202880	42880	2880	Рейлинги на крышу автомобиля	4.0
MOD_202881	42881	2881	Надувная подушка	4.0
MOD_202882	42882	2882	Эпоксидная паста	4.0
MOD_202883	42883	2883	Меламиновая губка-ластик	4.0
MOD_202884	42884	2884	Пробка для закупоривания	4.0
MOD_202885	42885	2885	Комплект защитной одежды	4.0
MOD_202886	42886	2886	Аксессуары для камина	4.0
